Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
28534,American Journal of Geriatric Psychiatry,10647481,15457214,2.84,1.524,1.124
27618,American Journal of Health Behavior,10873244,,1.83,0.801,0.816
21100829907,American Journal of Health Economics,23323493,23323507,1.71,3.676,1.892
4000150503,American Journal of Health Education,19325037,21683751,0.97,0.423,0.465
27620,American Journal of Health Promotion,8901171,,1.19,0.807,0.817
19443,American Journal of Health-System Pharmacy,10792082,,0.97,0.595,0.94
21100855407,American Journal of Heat and Mass Transfer,,23745398,,,0.655
25424,American Journal of Hematology,3618609,10968652,3.48,2.092,1.594
11600154600,American Journal of Hematology/Oncology,19396163,,,,
27059,American Journal of Hospice and Palliative Medicine,10499091,,1.15,0.65,0.695
35570,American Journal of Hospital Pharmacy,29289,,,,
12602,American Journal of Human Biology,10420533,15206300,1.68,0.736,0.907
21677,American Journal of Human Genetics,29297,15376605,8.34,7.45,2.428
58296,American journal of hygiene,965294,,,,
22420,American Journal of Hypertension,8957061,,2.56,1.322,1.032
10400153308,American Journal of Immunology,1553619X,,,0.141,0.199
28563,American Journal of Industrial Medicine,2713586,10970274,1.79,0.956,1.085
21786,American Journal of Infection Control,1966553,,1.81,1.062,0.976
5400152637,American Journal of Infectious Diseases,15536203,,,0.171,0.23
25050,American Journal of International Law,29300,,1.04,0.989,1.562
61720,American Journal of Intravenous Therapy and Clinical Nutrition,1950282,,,,
19366,American Journal of Kidney Diseases,2726386,15236838,3.82,2.973,2.296
12685,American Journal of Law and Medicine,988588,,0.58,0.204,0.23
12687,American Journal of Legal History,29319,,0.21,0.116,0.119
21100198496,American Journal of Lifestyle Medicine,15598276,15598284,0.9,0.431,0.522
69138,American Journal of Managed Care,10961860,19362692,1.34,1.045,0.918
24650,American Journal of Mathematical and Management Sciences,1966324,,0.84,0.412,0.954
24654,American Journal of Mathematics,29327,10806377,1.22,3.171,1.46
39960,American Journal of Medical Genetics,1487299,,,,
110320,American Journal of Medical Genetics - Seminars in Medical Genetics,15524868,15524876,4.28,1.683,1.658
145157,"American Journal of Medical Genetics, Part A",15524825,15524833,1.86,1.098,0.898
145178,"American Journal of Medical Genetics, Part B, Neuropsychiatric Genetics",15524841,1552485X,2.8,1.431,0.737
27061,American Journal of Medical Quality,10628606,,1.14,0.777,0.876
31445,American Journal of Medicine,29343,,2.18,1.967,1.598
11600153423,American Journal of Men's Health,15579883,,1.5,0.595,0.852
34096,American Journal of Mental Deficiency,29351,,,,
19367,American Journal of Nephrology,2508095,14219670,2.82,1.48,1.063
20028,American Journal of Neuroradiology,1956108,,3.34,1.661,1.505
21100854214,American Journal of Nuclear Medicine and Molecular Imaging,,21608407,,,0.574
27115,American Journal of Nursing,0002936X,,0.3,0.284,0.674
30078,American Journal of Obstetrics and Gynecology,29378,10976868,3.5,2.7,1.811
28566,American Journal of Occupational Therapy,2729490,,1.71,0.821,1.111
4700152444,American Journal of Oncology Review,15429520,,,,
13266,American Journal of Ophthalmology,29394,,3.64,3.184,2.186
21100780466,American Journal of Ophthalmology Case Reports,24519936,,0.33,0.265,0.366
95233,American journal of optometry and archives of American Academy of Optometry,29408,,,,
40245,American Journal of Optometry and Physiological Optics,937002,,,,
35424,American Journal of Orthodontics,29416,,,,
23807,American Journal of Orthodontics and Dentofacial Orthopedics,8895406,10976752,1.2,1.289,1.595
12100154951,American Journal of Orthodontics and Oral Surgery,966347,,,,
15214,American Journal of Orthopedics,10784519,,0.96,0.556,
29471,American Journal of Orthopsychiatry,29432,,2,0.909,1.183
13603,American Journal of Otolaryngology - Head and Neck Medicine and Surgery,1960709,1532818X,1.15,0.59,0.853
37994,American Journal of Otology,1929763,,,,
5200152622,American Journal of Pain Management,10591494,,,,
5000154507,American Journal of Pastoral Counseling,10946098,,,,
27062,American Journal of Pathology,29440,15252191,3.83,2.139,1.142
33823,American Journal of Pediatric Hematology/Oncology,1928562,,,,
30079,American Journal of Perinatology,7351631,10988785,1.61,0.754,0.677
19444,American Journal of Pharmaceutical Education,29459,15536467,1.25,0.616,1.09
21687,American Journal of PharmacoGenomics,11752203,,,,
5400152620,American Journal of Pharmacology and Toxicology,15574962,15574970,,0.17,0.335
19700174978,American Journal of Pharmacy Benefits,19454481,,0.27,0.2,0.215
18542,American Journal of Philology,29475,,0.2,0.186,0.268
33784,American Journal of Physical Anthropology,29483,10968644,2.63,1.413,1.241
40143,American Journal of Physical Medicine,29491,,,,
16263,American Journal of Physical Medicine and Rehabilitation,8949115,,1.42,0.636,0.958
26997,American Journal of Physics,29505,,0.79,0.456,1.086
23305,American Journal of Physiology,29513,,,,
23304,American Journal of Physiology - Advances in Physiology Education,10434046,15221229,1.07,0.566,0.707
23306,American Journal of Physiology - Cell Physiology,3636143,15221563,3.2,1.809,1.003
23308,American Journal of Physiology - Endocrinology and Metabolism,1931849,15221555,4,2.14,1.097
23310,American Journal of Physiology - Gastrointestinal and Liver Physiology,1931857,15221547,3.24,1.822,0.918
23311,American Journal of Physiology - Heart and Circulatory Physiology,3636135,15221539,3.37,1.61,1.054
23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,10400605,15221504,4.22,1.844,0.997
23327,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,3636119,15221490,3.11,1.55,1.043
23328,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,3636127,15221466,,,
9500153964,American Journal of Physiology - Renal Physiology,1931857X,,3.17,1.725,1.011
63163,American Journal of Physiology Endocrinology Metabolism and Gastrointestinal Physiology,3636100,,,,
5700165153,American Journal of Plant Physiology,15574539,,,0.147,1.02
15555,American Journal of Political Science,925853,15405907,5.4,8.595,4.196
35872,American Journal of Potato Research,1099209X,,1.41,0.611,0.935
61756,American journal of practical nursing,5696054,,,,
27063,American Journal of Preventive Medicine,7493797,,3.97,2.164,1.678
24131,American Journal of Primatology,2752565,10982345,2.3,1.164,1.024
99636,American journal of proctology,29521,,,,
34612,American Journal of Proctology Gastroenterology and Colon and Rectal Surgery,1626566,,,,
4700152707,American Journal of Psychiatric Rehabilitation,15487768,15487776,0.67,0.406,0.411
17664,American Journal of Psychiatry,0002953X,,5.51,5.48,3.172
29473,American Journal of Psychoanalysis,29548,15736741,0.32,0.314,0.705
29474,American Journal of Psychology,29556,,0.87,0.421,0.714
17666,American Journal of Psychotherapy,29564,,0.92,0.344,0.645
19561,American Journal of Public Health,900036,15410048,3.21,2.415,1.827
61594,American journal of public health and the nation's health,29572,,,,
9500153922,American Journal of Reproductive Immunology,10467408,,3.02,1.21,0.916
20646,American Journal of Reproductive Immunology and Microbiology,87558920,16000897,,,
18000,American Journal of Respiratory and Critical Care Medicine,1073449X,15354970,5.1,5.942,2.998
18004,American Journal of Respiratory Cell and Molecular Biology,10441549,15354989,3.82,1.519,1.012
18005,American Journal of Respiratory Medicine,11756365,,,,
13605,American Journal of Rhinology,10506586,15396290,,,
17800156704,American Journal of Rhinology & Allergy,19458924,19458932,1.77,0.972,1.009
20029,American Journal of Roentgenology,0361803X,15463141,2.7,1.432,1.505
22003,American Journal of Science,29599,,4.05,2.403,1.309
5700170931,American Journal of Semiotics,2777126,21532990,0.11,0.105,0.167
4700152835,American Journal of Sexuality Education,15546128,15546136,0.57,0.187,0.419
16926,American Journal of Sociology,29602,15375390,3.9,3.685,3.107
14566,American Journal of Speech-Language Pathology,10580360,,1.88,0.779,1.223
19799,American Journal of Sports Medicine,3635465,,5.99,3.949,2.821
21100332454,American Journal of Stem Cells,,21604150,,1.241,1.124
20442,American Journal of Surgery,29610,,2.09,1.141,1.21
27085,American Journal of Surgical Pathology,1475185,,5.63,2.531,2.507
19600162079,"American journal of syphilis, gonorrhea, and venereal diseases",966738,,,,
27086,American Journal of the Medical Sciences,29629,,1.29,0.767,0.749
27087,American Journal of Therapeutics,10752765,15363686,0.88,0.399,0.477
19700174998,American Journal of Translational Research,19438141,,3.21,1.08,0.746
20443,American Journal of Transplantation,16006135,16006143,4.43,3.053,1.922
21787,American Journal of Tropical Medicine and Hygiene,29637,,2.42,1.43,0.99
144722,American Journal of Urology Review,15428745,,,,
17121,American Journal of Veterinary Research,29645,,1.17,0.567,0.773
25231,American Journal on Addictions,10550496,15210391,2.05,0.987,0.79
17500155152,American Journal on Intellectual and Developmental Disabilities,19447515,19447558,2.34,1.089,1.365
17662,American Journal on Mental Retardation,8958017,,,,
21100469513,American Journalism,8821127,23262486,0.15,0.125,0.501
23908,American Laboratory,447749,,0.05,0.129,0.018
56860,American laundry digest,29718,,,,
145595,American Law and Economics Review,14657252,,1.21,1.053,1.407
6000170740,American Literary History,8967148,14684365,0.27,0.391,1.206
16000154765,American Literary Realism,15403084,,0.06,0.1,0
16200154734,American Literary Scholarship,659142,15272125,0,0.1,
28156,American Literature,29831,,0.31,0.407,1.4
64389,American Lung Association bulletin,925659,,,,
26573,American Machinist,10417958,,,,
39086,American Machinist & Automated Manufacturing,8860335,,,,
24132,American Malacological Bulletin,7402783,,0.63,0.331,0.479
24656,American Mathematical Monthly,29890,,0.27,0.28,0.666
19296,American Midland Naturalist,30031,,0.72,0.462,0.398
18930,American Mineralogist,0003004X,,2.31,1.44,1.059
4700152639,American Museum Novitates,30082,,1.06,0.617,0.905
16300154768,American Music,7344392,,0.06,0.104,0.282
12604,American Naturalist,30147,15375323,3.81,2.661,1.321
5700162519,American Nineteenth Century History,14664658,17437903,0.08,0.101,0.11
95392,American Nurses Association Publications,,,,,
13283,American Orthoptic Journal,0065955X,,0.25,0.239,0.365
37344,American papermaker,10564772,,,,
19900193551,American Periodicals,10547479,,0.09,0.145,0.089
19445,American Pharmaceutical Outsourcing,15296318,,,,
19446,American Pharmaceutical Review,10998012,,0.17,0.167,0.213
39021,American Pharmacy,1603450,,,,
22086,American Philosophical Quarterly,30481,,0.59,0.991,0.94
16100154702,American Poetry Review,3603709,,0,0.1,0
15557,American Political Science Review,30554,15375943,3.77,5.587,3.375
15559,American Politics Research,1532673X,,1.34,1.313,1.03
9500153987,American Potato Journal,30589,,,,
144603,American Printer,7446616,7320337,,,
29492,American Psychologist,0003066X,,3.83,1.594,3.664
13586,American quarterly,30678,10806490,0.49,0.385,1.478
24735,American Review of Canadian Studies,2722011,,0.11,0.107,0.172
16051,American Review of Public Administration,2750740,,2.17,2.062,1.755
32522,American Review of Respiratory Disease,30805,,,,
145911,American Scholar,30937,,0.01,0.123,
19298,American Scientist,30996,,0.87,0.424,0.7
32506,"American Society of Civil Engineers, Journal of the Construction Division",5697948,,,,
69994,"American Society of Civil Engineers, Journal of the Environmental Engineering Division",903914,,,,
31126,"American Society of Civil Engineers, Journal of the Hydraulics Division",0044796X,,,,
21100421816,American Society of Clinical Oncology educational book / ASCO. American Society of Clinical Oncology. Meeting,15488756,,2.71,1.551,
16929,American Sociological Review,31224,,6.31,6.333,4.489
18546,American Speech,31283,15272133,0.34,0.274,0.745
12018,American Sportswear and Knitting Times,10929541,,,,
13631,American Statistician,31305,15372731,2.58,0.686,1.193
24736,American Studies,263079,,,,
5700164335,American Studies in Scandinavia,448060,,0,0.101,0
19900192113,American studies international,0883105X,,,,
20458,American Surgeon,31348,,0.75,0.405,0.428
35520,American Zoologist,31569,,,,
21100857116,"American, British and Canadian Studies",18411487,1841964X,,,
21100853988,American-Eurasian Journal of Agricultural and Environmental Sciences,18186769,19904053,,,
19500157816,American-Eurasian Journal of Sustainable Agriculture,19950748,19981074,,0.125,0.789
13588,Americas,31615,15336247,0.35,0.305,1.415
31418,America's Textiles International,8909970,,,,
23748,Amerikastudien,3402827,,0,0.1,0
18400156702,Amfiteatru Economic,15829146,,0.51,0.18,0.372
5200152838,AMHA - Acta Medico-Historica Adriatica,13344366,,0.33,0.141,0.593
16783,Amino Acids,9394451,14382199,2.94,1.135,0.989
5600152818,"Amino Acids, Peptides and Proteins",13615904,,0.71,0.288,0.38
19299,Amirkabir (Journal of Science and Technology),10150951,,,,
21100241803,Amme Idaresi Dergisi,13001795,,0.04,0.1,0.069
24137,Amphibia - Reptilia,1735373,15685381,1.39,0.692,0.834
21100773738,Amphibian & Reptile Conservation,1083446X,15259153,0.74,0.425,0.783
66682,AMRO,,,,,
34561,AMSE Review (Association for the Advancement of Modelling and Simulation Techniques in Enterprises),7612486,,,,
21100406798,Amsterdam Studies in Classical Philology,13806068,,,,
19134,Amyloid : the international journal of experimental and clinical investigation : the official journal of the International Society of Amyloidosis,13506129,,2.86,1.488,1.076
5000157101,Amyotrophic Lateral Sclerosis,17482968,,,,
21100235630,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,21678421,21679223,2.85,1.515,1.024
14159,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disorders,14660822,1471180X,,,
40304,Anadolu Kardiyoloji Dergisi,13028723,,,,
4000151714,Anadolu Psikiyatri Dergisi,13026631,,0.27,0.179,0.295
17515,ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant,0999792X,,0.05,0.118,0.048
19607,Anaerobe,10759964,10958274,2.8,1.144,1.204
21410,Anaesthesia,32409,13652044,1.95,1.616,1.727
21411,Anaesthesia and Intensive Care,0310057X,14480271,0.88,0.597,0.73
5100152404,Anaesthesia and Intensive Care Medicine,14720299,,0.18,0.138,0.172
21100435142,"Anaesthesia, Critical Care & Pain Medicine",,23525568,0.88,0.411,0.594
19700174976,"Anaesthesia, Pain and Intensive Care",16078322,,0.1,0.136,0.126
21421,Anaesthesiologie und Reanimation,3234983,,,,
21438,Anaesthesiology and Intensive Care,13104284,,0,0.1,0
21100255120,Anaesthesiology Intensive Therapy,16425758,17312531,1.63,0.658,0.831
91553,Anaesthetic Pharmacology and Physiology Review,13622013,,,,
85507,Anaesthetic Pharmacology Review,9667954,,,,
24247,Anais Brasileiros de Dermatologia,3650596,,1.18,0.52,0.938
19400157892,Anais brasileiros de dermatologia e sifilografia,3650618,,,,
77887,Anais brasileiros de ginecologia,3650677,,,,
18659,Anais da Academia Brasileira de Ciencias,13765,16782690,1.1,0.418,0.697
58769,Anais da Escola Nacional de Saude Publica e de Medicina Tropical,759767,,,,
19700186638,Anais de enfermagem,,,,,
19700169116,Anais de Historia de Alem-Mar,8749671,,,0.102,0
21446,Anais do Instituto de Higiene e Medicina Tropical,3037762,,,,
100418,Anais do Instituto de Medicina Tropical,3653307,,,,
16300154755,Analecta Bollandiana,32468,,0.13,0.101,0
21100268077,Analecta Hibernica,7916167,,0,0.108,0
21100422916,Analecta Praehistorica Leidensia,1697447,,0.44,0.333,1.285
21100224411,Analele Banatului: Arheologie - Istorie,1221678X,,0.02,0.1,0.087
19700175303,Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Matematica,12218421,,0.2,0.225,0.669
21100264007,Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Sectiunea Stiinte Economice,3797864,,,,
19700175586,"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",12241784,,0.59,0.316,0.79
21100198228,Analele Universitatii Bucuresti Chimie,1220871X,18440401,,,
21100455681,"Analele Universitatii din Bucuresti, Seria Stiinte Politice",15822486,,0.04,0.101,0.034
21100285469,Analele Universitatii din Craiova - Seria Istorie,12245704,,0.04,0.127,0.12
21100203101,"Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica",12245712,,0.14,0.191,0.806
21100202738,"Analele Universitatii din Craiova, Seria Filozofie",18418325,,0.09,0.126,0.009
21100793198,"Analele Universitatii din Oradea, Fascicula Biologie",12245119,18447589,0.13,0.125,0
21100338503,"Analele Universitatii Ovidius Constanta, Seria Filologie",12241768,,0.01,0.101,0.007
64011,"Anales - Instituto de Biogotia, Universidad Nacional Autonoma de Mexico, Serie Botanica",0185254X,,,,
30419,"Anales - Instituto de Biologia, Universidad Nacional Autonoma de Mexico, Serie Botanica",,,,,
30637,"Anales - Instituto de Biologia, Universidad Nacional Autonoma de Mexico, Serie Zoologia",1852590,,,,
19700173007,Anales Cervantinos,5699878,,0.09,0.123,0
73650,Anales de Anatomia,5699894,,,,
21100404962,Anales de Arqueologia Cordobesa,11309741,,,,
22437,Anales de Cirugia Cardiaca y Cirugia Vascular,11352760,,,,
21100255395,Anales de Documentacion,15752437,16977904,0.32,0.179,0.72
4900152514,Anales de Fisica (Spain),11330376,,,,
21100851818,Anales de Geografia de la Universidad Complutense,2119803,19882378,0.33,0.169,0.365
16200154700,Anales de la Literatura Espanola Contemporanea,2721635,,,,
64301,Anales de la Real Academia de Farmacia,340618,16974298,,,
